group,dataset_index,unknown_class,predicted_known_index,predicted_known_class,mls_score,threshold
near,6816,fox,5,dog,-10.039710998535156,-5.903560161590576
near,4870,pickup_truck,1,automobile,-10.03960132598877,-5.903560161590576
near,3487,wolf,5,dog,-10.025594711303711,-5.903560161590576
near,9110,camel,7,horse,-10.01248550415039,-5.903560161590576
near,5399,leopard,3,cat,-9.988104820251465,-5.903560161590576
near,4307,bus,9,truck,-9.972851753234863,-5.903560161590576
near,9453,fox,3,cat,-9.963213920593262,-5.903560161590576
near,9187,leopard,3,cat,-9.960817337036133,-5.903560161590576
near,9406,leopard,3,cat,-9.960115432739258,-5.903560161590576
near,6162,fox,3,cat,-9.944050788879395,-5.903560161590576
near,8904,leopard,6,frog,-9.94251823425293,-5.903560161590576
near,9878,pickup_truck,1,automobile,-9.906218528747559,-5.903560161590576
near,1572,camel,4,deer,-9.889466285705566,-5.903560161590576
near,4588,pickup_truck,1,automobile,-9.871967315673828,-5.903560161590576
near,6055,leopard,3,cat,-9.860939025878906,-5.903560161590576
near,9575,leopard,6,frog,-9.857514381408691,-5.903560161590576
near,9142,camel,7,horse,-9.838493347167969,-5.903560161590576
near,353,pickup_truck,1,automobile,-9.835474967956543,-5.903560161590576
near,2603,pickup_truck,1,automobile,-9.825721740722656,-5.903560161590576
near,5009,pickup_truck,1,automobile,-9.803821563720703,-5.903560161590576
near,6430,tractor,9,truck,-9.76833724975586,-5.903560161590576
near,957,bus,9,truck,-9.76344108581543,-5.903560161590576
near,1489,bus,9,truck,-9.745935440063477,-5.903560161590576
near,4285,wolf,5,dog,-9.743559837341309,-5.903560161590576
near,720,wolf,5,dog,-9.737992286682129,-5.903560161590576
near,8996,tractor,8,ship,-9.736096382141113,-5.903560161590576
near,7962,pickup_truck,9,truck,-9.704957962036133,-5.903560161590576
near,4104,bus,0,airplane,-9.683258056640625,-5.903560161590576
near,2102,wolf,2,bird,-9.675626754760742,-5.903560161590576
near,1985,bus,1,automobile,-9.672927856445312,-5.903560161590576
near,2591,bus,9,truck,-9.662858963012695,-5.903560161590576
near,9927,pickup_truck,1,automobile,-9.66117000579834,-5.903560161590576
near,5008,pickup_truck,1,automobile,-9.635534286499023,-5.903560161590576
near,4889,fox,7,horse,-9.624484062194824,-5.903560161590576
near,7087,wolf,3,cat,-9.614750862121582,-5.903560161590576
near,5550,tractor,9,truck,-9.61396598815918,-5.903560161590576
near,3104,leopard,3,cat,-9.611871719360352,-5.903560161590576
near,3760,fox,3,cat,-9.609039306640625,-5.903560161590576
near,1345,wolf,3,cat,-9.599870681762695,-5.903560161590576
near,3276,bus,9,truck,-9.591349601745605,-5.903560161590576
near,6279,motorcycle,1,automobile,-9.582409858703613,-5.903560161590576
near,2946,camel,5,dog,-9.57157039642334,-5.903560161590576
near,2100,pickup_truck,1,automobile,-9.558333396911621,-5.903560161590576
near,351,fox,3,cat,-9.555376052856445,-5.903560161590576
near,4881,pickup_truck,1,automobile,-9.548392295837402,-5.903560161590576
near,6967,wolf,5,dog,-9.538825035095215,-5.903560161590576
near,2665,bus,9,truck,-9.524431228637695,-5.903560161590576
near,7225,fox,3,cat,-9.51841926574707,-5.903560161590576
near,9231,wolf,3,cat,-9.51049518585205,-5.903560161590576
near,9368,pickup_truck,9,truck,-9.49956226348877,-5.903560161590576
near,156,pickup_truck,9,truck,-9.486612319946289,-5.903560161590576
near,1445,bus,9,truck,-9.485692024230957,-5.903560161590576
near,7135,wolf,5,dog,-9.48099422454834,-5.903560161590576
near,3630,pickup_truck,9,truck,-9.45833969116211,-5.903560161590576
near,5110,pickup_truck,1,automobile,-9.444504737854004,-5.903560161590576
near,4264,fox,4,deer,-9.440315246582031,-5.903560161590576
near,578,pickup_truck,1,automobile,-9.427480697631836,-5.903560161590576
near,8953,pickup_truck,1,automobile,-9.423810005187988,-5.903560161590576
near,9058,leopard,6,frog,-9.408597946166992,-5.903560161590576
near,7559,pickup_truck,1,automobile,-9.404301643371582,-5.903560161590576
near,9447,pickup_truck,1,automobile,-9.398530006408691,-5.903560161590576
near,897,wolf,3,cat,-9.396329879760742,-5.903560161590576
near,2882,pickup_truck,1,automobile,-9.378022193908691,-5.903560161590576
near,1327,pickup_truck,1,automobile,-9.37723445892334,-5.903560161590576
near,8609,bus,9,truck,-9.37166976928711,-5.903560161590576
near,2340,wolf,3,cat,-9.365234375,-5.903560161590576
near,9039,tractor,9,truck,-9.33318042755127,-5.903560161590576
near,5495,tractor,9,truck,-9.325197219848633,-5.903560161590576
near,1026,wolf,5,dog,-9.321385383605957,-5.903560161590576
near,1212,pickup_truck,1,automobile,-9.312273979187012,-5.903560161590576
near,7279,fox,3,cat,-9.277989387512207,-5.903560161590576
near,7248,fox,5,dog,-9.269035339355469,-5.903560161590576
near,5184,bus,9,truck,-9.261674880981445,-5.903560161590576
near,4341,fox,0,airplane,-9.245771408081055,-5.903560161590576
near,7308,wolf,5,dog,-9.233195304870605,-5.903560161590576
near,809,wolf,5,dog,-9.230244636535645,-5.903560161590576
near,8150,fox,3,cat,-9.212519645690918,-5.903560161590576
near,6807,tractor,9,truck,-9.209202766418457,-5.903560161590576
near,5732,pickup_truck,1,automobile,-9.203573226928711,-5.903560161590576
near,2843,bus,9,truck,-9.19837474822998,-5.903560161590576
near,4691,tractor,9,truck,-9.162137985229492,-5.903560161590576
near,5572,motorcycle,1,automobile,-9.161898612976074,-5.903560161590576
near,6930,tractor,9,truck,-9.14303207397461,-5.903560161590576
near,3608,fox,3,cat,-9.141092300415039,-5.903560161590576
near,5149,pickup_truck,9,truck,-9.125555038452148,-5.903560161590576
near,1227,fox,3,cat,-9.11822509765625,-5.903560161590576
near,6866,tractor,9,truck,-9.117338180541992,-5.903560161590576
near,4602,wolf,5,dog,-9.105901718139648,-5.903560161590576
near,2826,wolf,4,deer,-9.103547096252441,-5.903560161590576
near,9790,wolf,3,cat,-9.096699714660645,-5.903560161590576
near,8455,pickup_truck,1,automobile,-9.077848434448242,-5.903560161590576
near,921,tractor,9,truck,-9.053443908691406,-5.903560161590576
near,8715,fox,3,cat,-9.041110038757324,-5.903560161590576
near,8713,wolf,5,dog,-9.02626895904541,-5.903560161590576
near,9965,wolf,5,dog,-9.011931419372559,-5.903560161590576
near,2834,camel,7,horse,-9.007973670959473,-5.903560161590576
near,2842,wolf,3,cat,-9.004337310791016,-5.903560161590576
near,8966,pickup_truck,1,automobile,-9.003830909729004,-5.903560161590576
near,9572,bus,9,truck,-8.999723434448242,-5.903560161590576
near,8648,camel,2,bird,-8.99777889251709,-5.903560161590576
near,4621,fox,4,deer,-8.995841979980469,-5.903560161590576
near,4586,bus,1,automobile,-8.978445053100586,-5.903560161590576
near,2144,tractor,9,truck,-8.972956657409668,-5.903560161590576
near,1423,camel,5,dog,-8.968490600585938,-5.903560161590576
near,7376,bus,9,truck,-8.964951515197754,-5.903560161590576
near,1145,pickup_truck,1,automobile,-8.960864067077637,-5.903560161590576
near,214,wolf,3,cat,-8.938742637634277,-5.903560161590576
near,2219,wolf,5,dog,-8.93607234954834,-5.903560161590576
near,7582,wolf,4,deer,-8.9274263381958,-5.903560161590576
near,8695,leopard,6,frog,-8.923707962036133,-5.903560161590576
near,6417,camel,2,bird,-8.913941383361816,-5.903560161590576
near,4320,leopard,3,cat,-8.894110679626465,-5.903560161590576
near,9019,tractor,9,truck,-8.88968276977539,-5.903560161590576
near,9429,pickup_truck,1,automobile,-8.885481834411621,-5.903560161590576
near,5455,camel,7,horse,-8.87295913696289,-5.903560161590576
near,9587,wolf,3,cat,-8.872225761413574,-5.903560161590576
near,939,wolf,5,dog,-8.856898307800293,-5.903560161590576
near,6398,tractor,9,truck,-8.853181838989258,-5.903560161590576
near,1260,tractor,9,truck,-8.852313995361328,-5.903560161590576
near,7508,bus,9,truck,-8.850650787353516,-5.903560161590576
near,4255,fox,4,deer,-8.845017433166504,-5.903560161590576
near,9318,leopard,3,cat,-8.831703186035156,-5.903560161590576
near,7441,bus,9,truck,-8.82296371459961,-5.903560161590576
near,8391,pickup_truck,9,truck,-8.817980766296387,-5.903560161590576
near,2051,camel,7,horse,-8.814200401306152,-5.903560161590576
near,3484,tractor,9,truck,-8.808184623718262,-5.903560161590576
near,7816,bus,9,truck,-8.744088172912598,-5.903560161590576
near,1913,pickup_truck,9,truck,-8.74356460571289,-5.903560161590576
near,7207,pickup_truck,1,automobile,-8.742424964904785,-5.903560161590576
near,1994,leopard,6,frog,-8.73606014251709,-5.903560161590576
near,4821,pickup_truck,1,automobile,-8.721503257751465,-5.903560161590576
near,5698,leopard,6,frog,-8.718123435974121,-5.903560161590576
near,321,tractor,9,truck,-8.7086820602417,-5.903560161590576
near,4238,leopard,5,dog,-8.704989433288574,-5.903560161590576
near,7564,fox,5,dog,-8.691243171691895,-5.903560161590576
near,6574,pickup_truck,1,automobile,-8.688309669494629,-5.903560161590576
near,6616,camel,5,dog,-8.686591148376465,-5.903560161590576
near,1568,pickup_truck,1,automobile,-8.684005737304688,-5.903560161590576
near,4610,tractor,9,truck,-8.67597770690918,-5.903560161590576
near,5634,bus,9,truck,-8.674760818481445,-5.903560161590576
near,5756,pickup_truck,1,automobile,-8.674689292907715,-5.903560161590576
near,4378,wolf,5,dog,-8.654623985290527,-5.903560161590576
near,2321,pickup_truck,1,automobile,-8.638396263122559,-5.903560161590576
near,6178,wolf,5,dog,-8.622546195983887,-5.903560161590576
near,9930,bus,1,automobile,-8.622212409973145,-5.903560161590576
near,3877,wolf,3,cat,-8.603713035583496,-5.903560161590576
near,2123,tractor,9,truck,-8.602289199829102,-5.903560161590576
near,6552,wolf,3,cat,-8.595808029174805,-5.903560161590576
near,945,leopard,6,frog,-8.594250679016113,-5.903560161590576
near,3913,tractor,9,truck,-8.593425750732422,-5.903560161590576
near,4441,fox,5,dog,-8.572957038879395,-5.903560161590576
near,3732,motorcycle,9,truck,-8.565751075744629,-5.903560161590576
near,6160,wolf,3,cat,-8.560194969177246,-5.903560161590576
near,460,pickup_truck,1,automobile,-8.55515193939209,-5.903560161590576
near,9266,camel,5,dog,-8.549967765808105,-5.903560161590576
near,8958,bus,1,automobile,-8.545685768127441,-5.903560161590576
near,9288,tractor,9,truck,-8.541109085083008,-5.903560161590576
near,2484,bus,9,truck,-8.535468101501465,-5.903560161590576
near,3532,tractor,9,truck,-8.517095565795898,-5.903560161590576
near,1133,fox,4,deer,-8.504544258117676,-5.903560161590576
near,6924,leopard,6,frog,-8.497442245483398,-5.903560161590576
near,3927,wolf,5,dog,-8.48690128326416,-5.903560161590576
near,6395,leopard,6,frog,-8.486628532409668,-5.903560161590576
near,2203,bus,1,automobile,-8.470973014831543,-5.903560161590576
near,1864,tractor,9,truck,-8.439861297607422,-5.903560161590576
near,4225,wolf,6,frog,-8.438262939453125,-5.903560161590576
near,5129,pickup_truck,1,automobile,-8.423171997070312,-5.903560161590576
near,6730,motorcycle,0,airplane,-8.413287162780762,-5.903560161590576
near,8503,pickup_truck,1,automobile,-8.41220474243164,-5.903560161590576
near,507,pickup_truck,9,truck,-8.411025047302246,-5.903560161590576
near,1404,motorcycle,3,cat,-8.402486801147461,-5.903560161590576
near,3236,bus,1,automobile,-8.378256797790527,-5.903560161590576
near,7900,pickup_truck,1,automobile,-8.367640495300293,-5.903560161590576
near,6176,bus,9,truck,-8.336028099060059,-5.903560161590576
near,5015,bus,9,truck,-8.32135009765625,-5.903560161590576
near,6343,motorcycle,9,truck,-8.304871559143066,-5.903560161590576
near,1432,fox,5,dog,-8.288556098937988,-5.903560161590576
near,8780,camel,7,horse,-8.285094261169434,-5.903560161590576
near,58,leopard,3,cat,-8.275388717651367,-5.903560161590576
near,4003,fox,4,deer,-8.265639305114746,-5.903560161590576
near,5738,pickup_truck,1,automobile,-8.263718605041504,-5.903560161590576
near,4519,camel,2,bird,-8.24351692199707,-5.903560161590576
near,995,tractor,9,truck,-8.237834930419922,-5.903560161590576
near,9238,leopard,6,frog,-8.212486267089844,-5.903560161590576
near,9504,pickup_truck,9,truck,-8.201399803161621,-5.903560161590576
near,9942,wolf,5,dog,-8.16904067993164,-5.903560161590576
near,5568,pickup_truck,1,automobile,-8.152722358703613,-5.903560161590576
near,3136,fox,3,cat,-8.152548789978027,-5.903560161590576
near,4464,bus,9,truck,-8.14944839477539,-5.903560161590576
near,8082,pickup_truck,1,automobile,-8.137589454650879,-5.903560161590576
near,6469,fox,3,cat,-8.12336540222168,-5.903560161590576
near,5781,wolf,3,cat,-8.11818790435791,-5.903560161590576
near,9259,tractor,9,truck,-8.093456268310547,-5.903560161590576
near,7875,wolf,3,cat,-8.07968807220459,-5.903560161590576
near,2618,wolf,3,cat,-8.077898979187012,-5.903560161590576
near,9704,tractor,9,truck,-8.07473373413086,-5.903560161590576
near,2647,leopard,6,frog,-8.043904304504395,-5.903560161590576
near,2337,wolf,7,horse,-8.042573928833008,-5.903560161590576
near,2956,tractor,9,truck,-8.040319442749023,-5.903560161590576
near,6447,wolf,3,cat,-8.035809516906738,-5.903560161590576
near,9880,pickup_truck,9,truck,-8.025991439819336,-5.903560161590576
near,717,camel,7,horse,-8.014145851135254,-5.903560161590576
near,9546,bus,9,truck,-8.01152229309082,-5.903560161590576
near,3655,pickup_truck,1,automobile,-8.009404182434082,-5.903560161590576
near,149,pickup_truck,1,automobile,-8.00940227508545,-5.903560161590576
near,5932,pickup_truck,9,truck,-8.00565242767334,-5.903560161590576
near,1184,camel,4,deer,-7.988591194152832,-5.903560161590576
near,3731,wolf,5,dog,-7.982322692871094,-5.903560161590576
near,3177,tractor,9,truck,-7.9811110496521,-5.903560161590576
near,1425,fox,4,deer,-7.978818893432617,-5.903560161590576
near,4998,bus,9,truck,-7.978734493255615,-5.903560161590576
near,5832,fox,4,deer,-7.973221302032471,-5.903560161590576
near,769,camel,0,airplane,-7.966495037078857,-5.903560161590576
near,2012,pickup_truck,9,truck,-7.9648542404174805,-5.903560161590576
near,7884,tractor,8,ship,-7.9601287841796875,-5.903560161590576
near,2544,fox,4,deer,-7.946084976196289,-5.903560161590576
near,8187,fox,3,cat,-7.941755771636963,-5.903560161590576
near,5114,motorcycle,9,truck,-7.936608791351318,-5.903560161590576
near,6693,fox,4,deer,-7.9357147216796875,-5.903560161590576
near,6561,wolf,3,cat,-7.93171501159668,-5.903560161590576
near,3558,motorcycle,1,automobile,-7.922989368438721,-5.903560161590576
near,7028,wolf,3,cat,-7.918034076690674,-5.903560161590576
near,7750,camel,2,bird,-7.917962551116943,-5.903560161590576
near,7375,wolf,3,cat,-7.911160945892334,-5.903560161590576
near,3478,bus,9,truck,-7.900038242340088,-5.903560161590576
near,5819,leopard,3,cat,-7.88169002532959,-5.903560161590576
near,471,wolf,3,cat,-7.86505126953125,-5.903560161590576
near,1464,motorcycle,9,truck,-7.863687038421631,-5.903560161590576
near,2019,bus,1,automobile,-7.862988471984863,-5.903560161590576
near,3933,pickup_truck,1,automobile,-7.844091892242432,-5.903560161590576
near,4387,pickup_truck,9,truck,-7.841549396514893,-5.903560161590576
near,1324,leopard,6,frog,-7.839251518249512,-5.903560161590576
near,6791,bus,0,airplane,-7.83815336227417,-5.903560161590576
near,803,pickup_truck,1,automobile,-7.835788726806641,-5.903560161590576
near,7752,wolf,3,cat,-7.816920280456543,-5.903560161590576
near,8535,wolf,5,dog,-7.805147171020508,-5.903560161590576
near,5285,camel,5,dog,-7.8038530349731445,-5.903560161590576
near,5327,tractor,9,truck,-7.802077293395996,-5.903560161590576
near,8693,pickup_truck,9,truck,-7.799835681915283,-5.903560161590576
near,4435,camel,5,dog,-7.799631118774414,-5.903560161590576
near,3887,bus,9,truck,-7.79916524887085,-5.903560161590576
near,8418,wolf,3,cat,-7.7928466796875,-5.903560161590576
near,6075,pickup_truck,1,automobile,-7.787330150604248,-5.903560161590576
near,5293,camel,7,horse,-7.775537014007568,-5.903560161590576
near,2518,fox,4,deer,-7.775470733642578,-5.903560161590576
near,4434,bus,9,truck,-7.7750935554504395,-5.903560161590576
near,6401,leopard,6,frog,-7.769866466522217,-5.903560161590576
near,1570,leopard,3,cat,-7.7697272300720215,-5.903560161590576
near,5291,wolf,5,dog,-7.768705368041992,-5.903560161590576
near,9345,motorcycle,9,truck,-7.7542901039123535,-5.903560161590576
near,5142,leopard,3,cat,-7.752127647399902,-5.903560161590576
near,5425,wolf,5,dog,-7.751965522766113,-5.903560161590576
near,9815,bus,1,automobile,-7.746208190917969,-5.903560161590576
near,8717,bus,9,truck,-7.742429256439209,-5.903560161590576
near,9377,pickup_truck,1,automobile,-7.737159729003906,-5.903560161590576
near,7471,motorcycle,3,cat,-7.731826305389404,-5.903560161590576
near,5317,pickup_truck,1,automobile,-7.726637363433838,-5.903560161590576
near,1328,leopard,3,cat,-7.724824905395508,-5.903560161590576
near,7412,leopard,6,frog,-7.714108943939209,-5.903560161590576
near,3613,wolf,5,dog,-7.703481197357178,-5.903560161590576
near,3074,leopard,6,frog,-7.688699722290039,-5.903560161590576
near,8334,leopard,6,frog,-7.663730144500732,-5.903560161590576
near,7427,leopard,3,cat,-7.662973880767822,-5.903560161590576
near,2678,leopard,3,cat,-7.661911487579346,-5.903560161590576
near,796,pickup_truck,9,truck,-7.644652366638184,-5.903560161590576
near,2698,bus,9,truck,-7.638870716094971,-5.903560161590576
near,8023,bus,9,truck,-7.616990566253662,-5.903560161590576
near,259,leopard,3,cat,-7.60733699798584,-5.903560161590576
near,5696,tractor,9,truck,-7.6037468910217285,-5.903560161590576
near,5016,leopard,4,deer,-7.603281021118164,-5.903560161590576
near,3379,leopard,3,cat,-7.582228660583496,-5.903560161590576
near,4201,bus,9,truck,-7.5800557136535645,-5.903560161590576
near,9030,pickup_truck,1,automobile,-7.578775882720947,-5.903560161590576
near,5031,wolf,3,cat,-7.567544937133789,-5.903560161590576
near,3908,fox,3,cat,-7.5527729988098145,-5.903560161590576
near,4731,tractor,9,truck,-7.5433783531188965,-5.903560161590576
near,4463,pickup_truck,1,automobile,-7.534714698791504,-5.903560161590576
near,9768,wolf,3,cat,-7.506360054016113,-5.903560161590576
near,6132,wolf,3,cat,-7.501260280609131,-5.903560161590576
near,8126,bus,1,automobile,-7.492978096008301,-5.903560161590576
near,6010,wolf,4,deer,-7.490318775177002,-5.903560161590576
near,9676,pickup_truck,1,automobile,-7.4743475914001465,-5.903560161590576
near,1081,tractor,9,truck,-7.472999095916748,-5.903560161590576
near,8109,fox,4,deer,-7.461748123168945,-5.903560161590576
near,2556,pickup_truck,9,truck,-7.452647686004639,-5.903560161590576
near,3817,wolf,5,dog,-7.447878360748291,-5.903560161590576
near,8618,fox,5,dog,-7.445377826690674,-5.903560161590576
near,6652,wolf,5,dog,-7.430842399597168,-5.903560161590576
near,8604,camel,4,deer,-7.425528526306152,-5.903560161590576
near,6914,motorcycle,9,truck,-7.424723148345947,-5.903560161590576
near,4943,leopard,4,deer,-7.423972129821777,-5.903560161590576
near,17,wolf,3,cat,-7.420977592468262,-5.903560161590576
near,5084,fox,3,cat,-7.414012908935547,-5.903560161590576
near,5029,camel,4,deer,-7.413246154785156,-5.903560161590576
near,5486,motorcycle,1,automobile,-7.407038688659668,-5.903560161590576
near,5896,fox,2,bird,-7.390904426574707,-5.903560161590576
near,3376,motorcycle,1,automobile,-7.38574743270874,-5.903560161590576
near,8329,tractor,9,truck,-7.371434211730957,-5.903560161590576
near,2835,wolf,5,dog,-7.362837314605713,-5.903560161590576
near,5458,leopard,5,dog,-7.361902713775635,-5.903560161590576
near,5893,pickup_truck,1,automobile,-7.356330394744873,-5.903560161590576
near,2948,camel,4,deer,-7.313412189483643,-5.903560161590576
near,2396,pickup_truck,1,automobile,-7.3001227378845215,-5.903560161590576
near,8141,tractor,9,truck,-7.295369625091553,-5.903560161590576
near,283,tractor,9,truck,-7.295321941375732,-5.903560161590576
near,2911,tractor,8,ship,-7.2920684814453125,-5.903560161590576
near,3346,leopard,3,cat,-7.280768394470215,-5.903560161590576
near,9252,bus,9,truck,-7.263789653778076,-5.903560161590576
near,7407,leopard,3,cat,-7.26159143447876,-5.903560161590576
near,2570,leopard,3,cat,-7.260193824768066,-5.903560161590576
near,2435,fox,3,cat,-7.225296497344971,-5.903560161590576
near,653,wolf,3,cat,-7.223814010620117,-5.903560161590576
near,3849,wolf,3,cat,-7.223529815673828,-5.903560161590576
near,7078,leopard,3,cat,-7.2104573249816895,-5.903560161590576
near,4404,tractor,9,truck,-7.200093746185303,-5.903560161590576
near,5818,tractor,7,horse,-7.180154323577881,-5.903560161590576
near,7119,pickup_truck,9,truck,-7.178244590759277,-5.903560161590576
near,2415,camel,4,deer,-7.16358757019043,-5.903560161590576
near,8663,bus,9,truck,-7.151318550109863,-5.903560161590576
near,7503,fox,5,dog,-7.151187419891357,-5.903560161590576
near,2828,fox,3,cat,-7.149054527282715,-5.903560161590576
near,5449,leopard,6,frog,-7.143869400024414,-5.903560161590576
near,2349,fox,4,deer,-7.142159938812256,-5.903560161590576
near,7495,leopard,4,deer,-7.141136646270752,-5.903560161590576
near,7974,leopard,3,cat,-7.136833667755127,-5.903560161590576
near,669,fox,4,deer,-7.133172035217285,-5.903560161590576
near,8634,wolf,3,cat,-7.128985404968262,-5.903560161590576
near,3985,camel,4,deer,-7.116744041442871,-5.903560161590576
near,150,pickup_truck,9,truck,-7.108541011810303,-5.903560161590576
near,1843,leopard,4,deer,-7.105964660644531,-5.903560161590576
near,47,pickup_truck,9,truck,-7.10231876373291,-5.903560161590576
near,9205,motorcycle,1,automobile,-7.097497940063477,-5.903560161590576
near,6433,wolf,3,cat,-7.087582588195801,-5.903560161590576
near,338,fox,5,dog,-7.056106090545654,-5.903560161590576
near,2891,fox,3,cat,-7.051187038421631,-5.903560161590576
near,4754,fox,4,deer,-7.048398494720459,-5.903560161590576
near,3831,camel,7,horse,-7.046128749847412,-5.903560161590576
near,5920,bus,9,truck,-7.044380187988281,-5.903560161590576
near,9842,fox,4,deer,-7.04219913482666,-5.903560161590576
near,1155,pickup_truck,1,automobile,-7.042048454284668,-5.903560161590576
near,1752,wolf,3,cat,-7.030552387237549,-5.903560161590576
near,1261,tractor,9,truck,-6.9996843338012695,-5.903560161590576
near,2933,wolf,3,cat,-6.997988224029541,-5.903560161590576
near,9148,fox,3,cat,-6.994956016540527,-5.903560161590576
near,4736,camel,2,bird,-6.981597423553467,-5.903560161590576
near,7298,camel,4,deer,-6.970580101013184,-5.903560161590576
near,5715,pickup_truck,9,truck,-6.970301151275635,-5.903560161590576
near,1976,tractor,9,truck,-6.9610276222229,-5.903560161590576
near,1463,motorcycle,5,dog,-6.95646333694458,-5.903560161590576
near,702,leopard,2,bird,-6.950067520141602,-5.903560161590576
near,256,pickup_truck,1,automobile,-6.94435453414917,-5.903560161590576
near,6324,wolf,3,cat,-6.92204475402832,-5.903560161590576
near,8101,wolf,3,cat,-6.9178314208984375,-5.903560161590576
near,1023,motorcycle,9,truck,-6.909091472625732,-5.903560161590576
near,1753,tractor,9,truck,-6.9067511558532715,-5.903560161590576
near,5020,bus,9,truck,-6.903573989868164,-5.903560161590576
near,5112,motorcycle,3,cat,-6.902396202087402,-5.903560161590576
near,7570,pickup_truck,9,truck,-6.897177696228027,-5.903560161590576
near,7472,wolf,7,horse,-6.873996257781982,-5.903560161590576
near,5736,pickup_truck,9,truck,-6.866243362426758,-5.903560161590576
near,555,leopard,3,cat,-6.851596832275391,-5.903560161590576
near,8834,camel,5,dog,-6.848355770111084,-5.903560161590576
near,7194,camel,4,deer,-6.847175598144531,-5.903560161590576
near,3537,pickup_truck,9,truck,-6.836245059967041,-5.903560161590576
near,4461,motorcycle,0,airplane,-6.834048748016357,-5.903560161590576
near,7445,camel,4,deer,-6.830793380737305,-5.903560161590576
near,1320,fox,5,dog,-6.829860687255859,-5.903560161590576
near,2315,camel,7,horse,-6.819826126098633,-5.903560161590576
near,632,wolf,3,cat,-6.804623603820801,-5.903560161590576
near,5175,motorcycle,9,truck,-6.796255588531494,-5.903560161590576
near,5328,leopard,4,deer,-6.796081066131592,-5.903560161590576
near,9612,leopard,6,frog,-6.789831161499023,-5.903560161590576
near,4153,wolf,3,cat,-6.770981788635254,-5.903560161590576
near,7125,wolf,5,dog,-6.7664947509765625,-5.903560161590576
near,425,leopard,6,frog,-6.760467529296875,-5.903560161590576
near,1783,fox,3,cat,-6.757791996002197,-5.903560161590576
near,3701,bus,9,truck,-6.737881183624268,-5.903560161590576
near,7950,leopard,5,dog,-6.737633228302002,-5.903560161590576
near,4027,tractor,9,truck,-6.707150936126709,-5.903560161590576
near,8918,wolf,5,dog,-6.675858974456787,-5.903560161590576
near,3054,motorcycle,0,airplane,-6.675209045410156,-5.903560161590576
near,2356,fox,4,deer,-6.652775287628174,-5.903560161590576
near,4277,fox,5,dog,-6.644639015197754,-5.903560161590576
near,262,tractor,9,truck,-6.643580913543701,-5.903560161590576
near,811,camel,2,bird,-6.637917995452881,-5.903560161590576
near,6061,leopard,3,cat,-6.631044387817383,-5.903560161590576
near,712,wolf,5,dog,-6.599466323852539,-5.903560161590576
near,3886,wolf,5,dog,-6.596288204193115,-5.903560161590576
near,317,camel,5,dog,-6.588933944702148,-5.903560161590576
near,4283,wolf,3,cat,-6.588809490203857,-5.903560161590576
near,5472,leopard,3,cat,-6.573641777038574,-5.903560161590576
near,626,motorcycle,0,airplane,-6.569604873657227,-5.903560161590576
near,6735,leopard,3,cat,-6.550975322723389,-5.903560161590576
near,9936,leopard,3,cat,-6.549405097961426,-5.903560161590576
near,8165,pickup_truck,1,automobile,-6.547196865081787,-5.903560161590576
near,4992,leopard,3,cat,-6.546689987182617,-5.903560161590576
near,6767,leopard,6,frog,-6.5346574783325195,-5.903560161590576
near,7736,tractor,9,truck,-6.532758712768555,-5.903560161590576
near,9998,leopard,6,frog,-6.531785011291504,-5.903560161590576
near,7109,motorcycle,9,truck,-6.531154632568359,-5.903560161590576
near,4118,leopard,6,frog,-6.526595115661621,-5.903560161590576
near,1498,fox,3,cat,-6.5237274169921875,-5.903560161590576
near,3947,bus,9,truck,-6.516883373260498,-5.903560161590576
near,6409,leopard,3,cat,-6.512007713317871,-5.903560161590576
near,5231,leopard,6,frog,-6.5101823806762695,-5.903560161590576
near,9276,motorcycle,0,airplane,-6.498908996582031,-5.903560161590576
near,4677,leopard,3,cat,-6.4816155433654785,-5.903560161590576
near,8519,pickup_truck,1,automobile,-6.481088161468506,-5.903560161590576
near,6080,fox,4,deer,-6.479150772094727,-5.903560161590576
near,2624,tractor,9,truck,-6.474242210388184,-5.903560161590576
near,650,camel,5,dog,-6.473268508911133,-5.903560161590576
near,9871,pickup_truck,9,truck,-6.470459938049316,-5.903560161590576
near,8219,pickup_truck,1,automobile,-6.459648609161377,-5.903560161590576
near,1519,wolf,5,dog,-6.456960201263428,-5.903560161590576
near,8596,bus,9,truck,-6.455137729644775,-5.903560161590576
near,5113,camel,5,dog,-6.444278240203857,-5.903560161590576
near,8672,fox,5,dog,-6.432734489440918,-5.903560161590576
near,6360,tractor,1,automobile,-6.429266929626465,-5.903560161590576
near,9346,wolf,5,dog,-6.416613578796387,-5.903560161590576
near,274,leopard,6,frog,-6.405470848083496,-5.903560161590576
near,4740,bus,9,truck,-6.401160717010498,-5.903560161590576
near,2774,camel,6,frog,-6.398402214050293,-5.903560161590576
near,9914,leopard,6,frog,-6.389227867126465,-5.903560161590576
near,9611,camel,0,airplane,-6.386014938354492,-5.903560161590576
near,5064,bus,9,truck,-6.381092548370361,-5.903560161590576
near,7924,fox,3,cat,-6.35871696472168,-5.903560161590576
near,4109,tractor,9,truck,-6.354733467102051,-5.903560161590576
near,1096,motorcycle,3,cat,-6.352808952331543,-5.903560161590576
near,1588,camel,2,bird,-6.351442337036133,-5.903560161590576
near,8132,fox,5,dog,-6.325664520263672,-5.903560161590576
