candidate_id,pair_id,direction,content_index,style_index,content_label,style_label,content_class,style_class,style_strength,file_name
pair3_truck_to_dog_23,3,truck_to_dog,131,6922,9,5,truck,dog,0.8,pair3_truck_to_dog_23.png
pair3_truck_to_dog_24,3,truck_to_dog,5508,645,9,5,truck,dog,0.8,pair3_truck_to_dog_24.png
pair3_truck_to_dog_25,3,truck_to_dog,1468,2766,9,5,truck,dog,0.8,pair3_truck_to_dog_25.png
pair3_truck_to_dog_26,3,truck_to_dog,7544,7474,9,5,truck,dog,0.8,pair3_truck_to_dog_26.png
pair3_truck_to_dog_27,3,truck_to_dog,7995,2334,9,5,truck,dog,0.8,pair3_truck_to_dog_27.png
pair3_truck_to_dog_28,3,truck_to_dog,2062,4106,9,5,truck,dog,0.8,pair3_truck_to_dog_28.png
pair3_truck_to_dog_29,3,truck_to_dog,805,5701,9,5,truck,dog,0.8,pair3_truck_to_dog_29.png
pair4_horse_to_monkey_00,4,horse_to_monkey,7108,1296,6,7,horse,monkey,0.8,pair4_horse_to_monkey_00.png
pair4_horse_to_monkey_01,4,horse_to_monkey,4011,5977,6,7,horse,monkey,0.8,pair4_horse_to_monkey_01.png
pair4_horse_to_monkey_02,4,horse_to_monkey,4254,323,6,7,horse,monkey,0.8,pair4_horse_to_monkey_02.png
pair4_horse_to_monkey_03,4,horse_to_monkey,4341,29,6,7,horse,monkey,0.8,pair4_horse_to_monkey_03.png
pair4_horse_to_monkey_04,4,horse_to_monkey,5082,2746,6,7,horse,monkey,0.8,pair4_horse_to_monkey_04.png
pair4_horse_to_monkey_05,4,horse_to_monkey,5408,1771,6,7,horse,monkey,0.8,pair4_horse_to_monkey_05.png
pair4_horse_to_monkey_06,4,horse_to_monkey,4411,7081,6,7,horse,monkey,0.8,pair4_horse_to_monkey_06.png
pair4_horse_to_monkey_07,4,horse_to_monkey,3779,4791,6,7,horse,monkey,0.8,pair4_horse_to_monkey_07.png
pair4_horse_to_monkey_08,4,horse_to_monkey,4093,1032,6,7,horse,monkey,0.8,pair4_horse_to_monkey_08.png
pair4_horse_to_monkey_09,4,horse_to_monkey,3844,6084,6,7,horse,monkey,0.8,pair4_horse_to_monkey_09.png
pair4_horse_to_monkey_10,4,horse_to_monkey,7996,3404,6,7,horse,monkey,0.8,pair4_horse_to_monkey_10.png
pair4_horse_to_monkey_11,4,horse_to_monkey,7781,1440,6,7,horse,monkey,0.8,pair4_horse_to_monkey_11.png
pair4_horse_to_monkey_12,4,horse_to_monkey,3191,3467,6,7,horse,monkey,0.8,pair4_horse_to_monkey_12.png
pair4_horse_to_monkey_13,4,horse_to_monkey,5858,1287,6,7,horse,monkey,0.8,pair4_horse_to_monkey_13.png
pair4_horse_to_monkey_14,4,horse_to_monkey,4620,3446,6,7,horse,monkey,0.8,pair4_horse_to_monkey_14.png
pair4_horse_to_monkey_15,4,horse_to_monkey,7338,6772,6,7,horse,monkey,0.8,pair4_horse_to_monkey_15.png
pair4_horse_to_monkey_16,4,horse_to_monkey,4746,1884,6,7,horse,monkey,0.8,pair4_horse_to_monkey_16.png
pair4_horse_to_monkey_17,4,horse_to_monkey,4731,4172,6,7,horse,monkey,0.8,pair4_horse_to_monkey_17.png
pair4_horse_to_monkey_18,4,horse_to_monkey,873,1927,6,7,horse,monkey,0.8,pair4_horse_to_monkey_18.png
pair4_horse_to_monkey_19,4,horse_to_monkey,3418,269,6,7,horse,monkey,0.8,pair4_horse_to_monkey_19.png
pair4_horse_to_monkey_20,4,horse_to_monkey,6713,3542,6,7,horse,monkey,0.8,pair4_horse_to_monkey_20.png
pair4_horse_to_monkey_21,4,horse_to_monkey,5857,4236,6,7,horse,monkey,0.8,pair4_horse_to_monkey_21.png
pair4_horse_to_monkey_22,4,horse_to_monkey,449,1579,6,7,horse,monkey,0.8,pair4_horse_to_monkey_22.png
pair4_horse_to_monkey_23,4,horse_to_monkey,5580,370,6,7,horse,monkey,0.8,pair4_horse_to_monkey_23.png
pair4_horse_to_monkey_24,4,horse_to_monkey,7600,2501,6,7,horse,monkey,0.8,pair4_horse_to_monkey_24.png
pair4_horse_to_monkey_25,4,horse_to_monkey,3494,1220,6,7,horse,monkey,0.8,pair4_horse_to_monkey_25.png
pair4_horse_to_monkey_26,4,horse_to_monkey,2003,1048,6,7,horse,monkey,0.8,pair4_horse_to_monkey_26.png
pair4_horse_to_monkey_27,4,horse_to_monkey,4754,5848,6,7,horse,monkey,0.8,pair4_horse_to_monkey_27.png
pair4_horse_to_monkey_28,4,horse_to_monkey,1667,1956,6,7,horse,monkey,0.8,pair4_horse_to_monkey_28.png
pair4_horse_to_monkey_29,4,horse_to_monkey,545,1703,6,7,horse,monkey,0.8,pair4_horse_to_monkey_29.png
pair4_monkey_to_horse_00,4,monkey_to_horse,4791,7996,7,6,monkey,horse,0.8,pair4_monkey_to_horse_00.png
pair4_monkey_to_horse_01,4,monkey_to_horse,1473,4411,7,6,monkey,horse,0.8,pair4_monkey_to_horse_01.png
pair4_monkey_to_horse_02,4,monkey_to_horse,370,4731,7,6,monkey,horse,0.8,pair4_monkey_to_horse_02.png
pair4_monkey_to_horse_03,4,monkey_to_horse,3288,920,7,6,monkey,horse,0.8,pair4_monkey_to_horse_03.png
pair4_monkey_to_horse_04,4,monkey_to_horse,1440,545,7,6,monkey,horse,0.8,pair4_monkey_to_horse_04.png
pair4_monkey_to_horse_05,4,monkey_to_horse,7081,929,7,6,monkey,horse,0.8,pair4_monkey_to_horse_05.png
pair4_monkey_to_horse_06,4,monkey_to_horse,269,7779,7,6,monkey,horse,0.8,pair4_monkey_to_horse_06.png
pair4_monkey_to_horse_07,4,monkey_to_horse,4172,2676,7,6,monkey,horse,0.8,pair4_monkey_to_horse_07.png
pair4_monkey_to_horse_08,4,monkey_to_horse,1220,6381,7,6,monkey,horse,0.8,pair4_monkey_to_horse_08.png
pair4_monkey_to_horse_09,4,monkey_to_horse,6190,5858,7,6,monkey,horse,0.8,pair4_monkey_to_horse_09.png
pair4_monkey_to_horse_10,4,monkey_to_horse,3867,4093,7,6,monkey,horse,0.8,pair4_monkey_to_horse_10.png
pair4_monkey_to_horse_11,4,monkey_to_horse,323,4254,7,6,monkey,horse,0.8,pair4_monkey_to_horse_11.png
pair4_monkey_to_horse_12,4,monkey_to_horse,1287,3777,7,6,monkey,horse,0.8,pair4_monkey_to_horse_12.png
pair4_monkey_to_horse_13,4,monkey_to_horse,1296,4011,7,6,monkey,horse,0.8,pair4_monkey_to_horse_13.png
pair4_monkey_to_horse_14,4,monkey_to_horse,7270,873,7,6,monkey,horse,0.8,pair4_monkey_to_horse_14.png
pair4_monkey_to_horse_15,4,monkey_to_horse,1579,3191,7,6,monkey,horse,0.8,pair4_monkey_to_horse_15.png
pair4_monkey_to_horse_16,4,monkey_to_horse,1927,5857,7,6,monkey,horse,0.8,pair4_monkey_to_horse_16.png
pair4_monkey_to_horse_17,4,monkey_to_horse,1956,2610,7,6,monkey,horse,0.8,pair4_monkey_to_horse_17.png
pair4_monkey_to_horse_18,4,monkey_to_horse,3404,7781,7,6,monkey,horse,0.8,pair4_monkey_to_horse_18.png
pair4_monkey_to_horse_19,4,monkey_to_horse,5977,6713,7,6,monkey,horse,0.8,pair4_monkey_to_horse_19.png
pair4_monkey_to_horse_20,4,monkey_to_horse,1771,3844,7,6,monkey,horse,0.8,pair4_monkey_to_horse_20.png
pair4_monkey_to_horse_21,4,monkey_to_horse,3153,5729,7,6,monkey,horse,0.8,pair4_monkey_to_horse_21.png
pair4_monkey_to_horse_22,4,monkey_to_horse,1884,4341,7,6,monkey,horse,0.8,pair4_monkey_to_horse_22.png
pair4_monkey_to_horse_23,4,monkey_to_horse,4748,4827,7,6,monkey,horse,0.8,pair4_monkey_to_horse_23.png
pair4_monkey_to_horse_24,4,monkey_to_horse,29,3515,7,6,monkey,horse,0.8,pair4_monkey_to_horse_24.png
pair4_monkey_to_horse_25,4,monkey_to_horse,4704,5580,7,6,monkey,horse,0.8,pair4_monkey_to_horse_25.png
pair4_monkey_to_horse_26,4,monkey_to_horse,3446,7600,7,6,monkey,horse,0.8,pair4_monkey_to_horse_26.png
pair4_monkey_to_horse_27,4,monkey_to_horse,3467,2958,7,6,monkey,horse,0.8,pair4_monkey_to_horse_27.png
pair4_monkey_to_horse_28,4,monkey_to_horse,2501,977,7,6,monkey,horse,0.8,pair4_monkey_to_horse_28.png
pair4_monkey_to_horse_29,4,monkey_to_horse,1032,5408,7,6,monkey,horse,0.8,pair4_monkey_to_horse_29.png
